"id","code","name","registration_number","incorporation_date","sap_code","is_bumi","type","category","is_gst","gst_number","gst_type","is_foreign","country_id","is_specialized","status","created_at","updated_at","deleted_at","origin_country_id","street","city","state_id","postcode","tel_no","fax_no","email","contact_person","designation","is_approved","scope_of_work","company_id","service","hp_no","is_precision","credit_limit","credit_terms","credit_updated_at","credit_review","credit_remarks"
242,VRC-00240,TOSHIBA MEDICAL SYSTEM MALAYSIA,,"1979-01-05",OMSB0603,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
243,VRC-00241,LINDE MALAYSIA SDN BHD,,"1979-01-05","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SUPPLY MEDICAL GASES,1,BEMS,,0,,,,,
244,VRC-00242,PC IMAGE SDN BHD,,"1979-01-05",OMSB0625,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,ICT EQUIPMENT & CONSUMABLES,1,MIS,,0,,,,,
245,VRC-00243,INTEGRATED MEDICAL SYSTEM SDN BHD,,"1979-01-05",OMSB0763,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
246,VRC-00244,TRANSMEDIC HEALTHCARE SDN BHD,,"1979-01-05","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
247,VRC-00245,VITAL TECH SERVICES SDN BHD,,"1979-01-05",OMSB0680,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
248,VRC-00246,GLOTEL SDN BHD,,"1979-01-05","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
249,VRC-00247,ABEX MEDICAL SYSTEMS SDN BHD,,"1979-01-05",OMSB0683,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BEMS SUPPLIER,1,BEMS,,0,,,,,
250,VRC-00248,MADAYA (KUCHING) SDN BHD,,"1979-01-05","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,GENERAL BUILDING HARDWARE SUPPLY,1,FEMS,,0,,,,,
251,VRC-00249,PRINTEREST SOLUTIONS,,"2015-12-11","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,ICT EQUIPMENT & CONSUMABLES,1,MIS,,0,,,,,
252,VRC-00250,MINGLI ENGINEERING SDN BHD,,"2012-09-27","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,HARDWARE & CONSTRUCTION MATERIAL SUPPLY,1,FEMS,,0,,,,,
253,VRC-00251,MB LIM MOTOR SDN BHD,,"1996-04-04",OMSB0268,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,"VEHICLE MAINTENANCE, SPRAY, COLLISION REPAIR",1,FEMS,,0,,,,,
254,VRC-00252,CUMMINS SCOTT & ENGLISH MALAYSIA SDN BHD,,"2014-06-16","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,REPAIR & SERVICES OF MACHINERY,1,FEMS,,0,,,,,
255,VRC-00253,ATLANTIC MARKETING COMPANY,,"2006-03-28","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SUPPLY & SERVICING AIRCOND & FIRE FIGHTING SYSTEM,1,FEMS,,0,,,,,
256,VRC-00254,GLOBAL PHARMA SDN BHD,,"2000-10-25","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,WHOLESALE - GLOVE,1,GENERAL,,0,,,,,
257,VRC-00255,BEST ADVERTISING ENTERPRISE,,"2013-08-07",OMSB0832,0,Specialized Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,ADVERTISING & SIGNBOARD,1,GENERAL,,0,,,,,
258,VRC-00256,SUPER SUNRICH ENTERPRISE,,"2013-02-21",OMSB0699,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,CONSTRUCTION & RENOVATION,1,FEMS,,0,,,,,
259,VRC-00257,LAU TIEN GUAN,,"1958-04-17",OMSB0591,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,TYRES & BATTERIES SERVICES,1,FEMS,,0,,,,,
260,VRC-00258,EE-LIAN ENTERPRISE (M) SDN BHD,,"1958-04-17","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,PLASTIC HOUSEHOLDSHARP BINS,1,CLS,,0,,,,,
261,VRC-00259,MIRI ROADWORKS SDN BHD,,"1958-04-17","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,CONSTRUCTION,1,FEMS,,0,,,,,
262,VRC-00260,PM CONTRACTOR & GENERAL TRADING COMPANY,,"1958-04-17",OMSB0646,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,GENERAL CONTRACTOR & SUPPLIER,1,FEMS,,0,,,,,
263,VRC-00261,UNITED ENTERPRISE SOLUTIONS (M) SDN BHD,,"1958-04-17",OMSB0477,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,TRADING,1,BEMS,,0,,,,,
264,VRC-00262,CHEW SENG PLUMBING & GENERAL CONTRACTOR,,"1958-04-17",OMSB0682,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,PLUMBING & GENERAL TCONTRACTOR,1,FEMS,,0,,,,,
265,VRC-00263,KING LOONG STATIONERY CO.,,"1958-04-17",OMSB0200,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,STATIONERY,1,GENERAL,,0,,,,,
266,VRC-00264,UNT AUTO AIR-COND SALES & SERVICES SDN BHD,,"1958-04-17",OMSB0482,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,"SALES, SERVICES & REPAIRING OF AUTO AIR-CONDREPAIRING OF VEHICLE",1,FEMS,,0,,,,,
267,VRC-00265,AH MING TYRE & BATTERY,,"1958-04-17",OMSB0576,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,TYRE & BATTERY SERVICES,1,FEMS,,0,,,,,
268,VRC-00266,E-LOONG AIR-COND & ELECTRICAL WORKS,,"1958-04-17",OMSB0102,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,AIR-COND & ELECTRICAL,1,FEMS,,0,,,,,
269,VRC-00267,SYARIKAT ALPHAVILLE ENGINEERING,,"1958-04-17",OMSB0419,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:51","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,GENERAL TRADING,1,FEMS,,0,,,,,
270,VRC-00268,DYNASTY LIGHTING & ELECTRICAL SUPPLIES SDN BHD,,"1958-04-17",OMSB0100,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,ELECTRICAL WHOLESALES,1,FEMS,,0,,,,,
271,VRC-00269,KEJURUTERAAN STIMDANG SDN BHD,,"1958-04-17",OMSB0186,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,BOILER SUPPLY SERVICE AND MAINTENANCE,1,FEMS,,0,,,,,
272,VRC-00270,PALING HARDWARE SDN BHD,,"1958-04-17",OMSB0311,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,HARDWARE RETAILER,1,FEMS,,0,,,,,
273,VRC-00271,SURIA PRINTING COMPANY,,"1958-04-17",OMSB0747,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,STATIONERY,1,GENERAL,,0,,,,,
274,VRC-00272,JATIWANGI CONSTRUCTION,,"1958-04-17","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,CIVIL CONTRACTOR,1,FEMS,,0,,,,,
275,VRC-00273,PANSAR COMPANY SDN BHD,,"1958-04-17",OMSB0313,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,TRADING,1,GENERAL,,0,,,,,
276,VRC-00274,EMAS INTRAJAYA SDN BHD,,"1958-04-17",OMSB0649,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,PIPE SUPPLIES,1,FEMS,,0,,,,,
277,VRC-00275,SOON SOON HARDWARE CO.,,"1958-04-17",OMSB0712,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,GENERAL TRADING & HARDWARE,1,FEMS,,0,,,,,
278,VRC-00276,LEHORM SDN BHD,,"1958-04-17","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,HARDWARE,1,FEMS,,0,,,,,
279,VRC-00277,LOUIS ENTERPRISE CO SDN BHD,,"1958-04-17",OMSB0752,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,CONTRACTOR MANPOWER,1,FEMS,,0,,,,,
280,VRC-00278,PEMBINAAN J.Y. BERJAYA,,"1958-04-17","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,"CONSTRUCTION AND RENOVATION WORKS, LANDSCAPING, AIR CONDITIONING WORKS,PLUMBING AND PIPING WORKS",1,FEMS,,0,,,,,
281,VRC-00279,SING POH TRANSPORTATION COMPANY,,"1958-04-17",OMSB0740,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,TRANSPORTATION & CIVIL WORK,1,FEMS,,0,,,,,
282,VRC-00280,MAGNETIC MARKETING & SERVICES,,"1958-04-17","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,MEDICAL PARTS SUPPLIER,1,BEMS,,0,,,,,
283,VRC-00281,TECHNICAL MARKETING & SERVICES COMPANY,,"1958-04-18",OMSB0448,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SALES & AFTER SALES SERVICES,1,FEMS,,0,,,,,
284,VRC-00282,EXPERT HEALTHCARE SDN BHD,,"1958-04-18",OMSB0673,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SALES & SERVICE MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
285,VRC-00283,ALEX CAR SERVICE,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,CAR REPAIR,1,FEMS,,0,,,,,
286,VRC-00284,EE TAT MOTORS SPRAYING & SERVICING,,"1958-04-18",OMSB0108,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SPRAYING & SERVICING,1,FEMS,,0,,,,,
287,VRC-00285,FULLSTAR INDUSTRIAL SUPPLIES,,"1958-04-18",OMSB0127,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,GENERAL TRADING,1,GENERAL,,0,,,,,
288,VRC-00286,SING SENG HOCK,,"1958-04-18",OMSB0402,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,HARDWARE,1,FEMS,,0,,,,,
289,VRC-00287,DELUXE RESOURCES SDN BHD,,"1958-04-18",OMSB0085,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:26","2018-02-19 22:29:26",,,,,,"","",,,,0,SALES & PURCHASE ELECTRICAL GOODS & REPAIR,1,FEMS,,0,,,,,
290,VRC-00288,SYARIKAT PELITA JAYA,,"1958-04-18",OMSB0558,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,STATIONERY,1,GENERAL,,0,,,,,
291,VRC-00289,HWA CHIANG FURNITURE,,"1958-04-18",OMSB0170,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CARPENTER,1,GENERAL,,0,,,,,
292,VRC-00290,NAS ALLIANCE (M) SDN BHD,,"1958-04-18",OMSB0814,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,BUILDING WORK CONSTRUCTION,1,FEMS,,0,,,,,
293,VRC-00291,RMANMU ENTERPRISE,,"1958-04-18",OMSB0693,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,GENERAL CONTRACTORGENERAL CLEANING SERVICES,1,GENERAL,,0,,,,,
294,VRC-00292,EYE NATION MEDICAL SDN BHD,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,DIAGNOSTIC EQUIPMENT,1,BEMS,,0,,,,,
295,VRC-00293,FREEMAX AUTOMOBILE SDN BHD,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,AUTOMOTIVE AUTOMOBILE SERVICE & REPAIR,1,FEMS,,0,,,,,
296,VRC-00294,CROWN ENGINEERING CO.,,"1958-04-18",OMSB0076,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,TRADING,1,FEMS,,0,,,,,
297,VRC-00295,PERUNDING MALCA SDN BHD,,"1958-04-18","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CONSULTANT OF MECHANICAL AND ELECTRICAL ENGINEERING,1,FEMS,,0,,,,,
298,VRC-00296,HON SHENG AUTOMOBILE (KANOWIT) CO.,,"1958-04-18",OMSB0584,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,AUTOMOTIVE SPARE PARTS,1,FEMS,,0,,,,,
299,VRC-00297,MARINE SHORE SDN BHD,,"1958-04-18",OMSB0263,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SUPPLY & APPLY PAINTINGGENERAL TRADING & PAINTS DEALER,1,GENERAL,,0,,,,,
300,VRC-00298,PEMBINAAN J.Y. BERJAYA,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CONSTRUCTION WORK,1,GENERAL,,0,,,,,
301,VRC-00299,FULL RANGE OFFICE SYSTEM SDN BHD,,"1958-04-18",OMSB0126,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,OFFICE STATIONERIES,1,GENERAL,,0,,,,,
302,VRC-00300,TRAUMLAND SDN BHD,,"1958-04-18",OMSB0470,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SUPPLIES IVECO & CONTINENTAL PARTS (DIRECT BUYING HOUSE),1,FEMS,,0,,,,,
303,VRC-00301,MELAI ENTERPRISE,,"1958-04-18","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,"CIVIL CONTRACTOR, SERVICES & SUPPLIER",1,FEMS,,0,,,,,
304,VRC-00302,W & H ENTERPRISE,,"1958-04-18",OMSB0486,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SERVICE & SUPPLIER MAINTENANE OF FIRE FIGHTING SYSTEM,1,FEMS,,0,,,,,
305,VRC-00303,HARFHEY RESOURCES,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SUPPLY AND SERVICE OF PORTABLE FIRE EXTINGUISHER,1,FEMS,,0,,,,,
306,VRC-00304,SK HARDWARE SDN BHD,,"1958-04-18","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,HARDWARE,1,FEMS,,0,,,,,
307,VRC-00305,CHIAM TAU TZE CONSTRUCTION SDN BHD,,"1958-04-19",OMSB0731,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,"CONSTRUCTION, LANDSCAPING AND GRASSCUTTING WORKSSPORT FACILITIES",1,FEMS,,0,,,,,
308,VRC-00306,KEJURUTERAAN JANJE SDN BHD,,"1958-04-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,GENERAL CONTRACTOR,1,FEMS,,0,,,,,
309,VRC-00307,PERUNDING JANJE,,"1958-04-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CONSULTANCY SERVICES (CIVIL & STRUCTURED),1,FEMS,,0,,,,,
310,VRC-00308,METRONIC ENGINEERING SDN BHD,,"1958-04-19",OMSB0281,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,ENGINEERING,1,FEMS,,0,,,,,
311,VRC-00309,RH ELECTRICAL & AIR-COND SERVICE,,"1958-04-19",OMSB0758,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,ELECTRICAL WORK AND AIR-COND SERVICE,1,FEMS,,0,,,,,
312,VRC-00310,POWER-V ENTERPRISE SDN BHD,,"1958-04-19",OMSB0540,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,WHOLESALER,1,BEMS,,0,,,,,
313,VRC-00311,EDAPTECHNOMED (M) SDN BHD,,"1958-04-19",OMSB0706,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SALES AND SERVICE MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
314,VRC-00312,FREEDOM TECHNOLOGY SDN BHD,,"1958-04-19",OMSB0810,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,POWER GENERATOR,1,FEMS,,0,,,,,
315,VRC-00313,EVERPURE FILTERS ENTERPRISE,,"1958-04-19",OMSB0671,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SUPPLIERS & SERVICE WATER FILTERS SYSTEM,1,BEMS,,0,,,,,
316,VRC-00314,SARA MUHIBBAH SDN BHD,,"1958-04-19","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CIVIL ENGINEERING ENVIRONMENTAL SUPPLY SERVICES,1,GENERAL,,0,,,,,
317,VRC-00315,SMART GALLANT SDN BHD,,"1958-04-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CONSTRUCTION,1,FEMS,,0,,,,,
318,VRC-00316,NKR CONTINENTAL (M) SDN BHD,,"1958-04-19",OMSB0838,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,TRADING / KITCHEN RENOVATION & EQUIPMENT,1,GENERAL,,0,,,,,
319,VRC-00317,TL HEALTHCARE SDN BHD,,"1958-04-19",OMSB0895,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,SUPPLY M&E PARTSMEDICAL GAS SYSTEMFIRE FIGHTING SYSTEMWATER PROOFING,1,FEMS,,0,,,,,
320,VRC-00318,FALCON ELECTRICAL WORKS,,"1958-04-19",OMSB0783,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,ELECTRICAL & CIVIL CONTRACTOR,1,FEMS,,0,,,,,
321,VRC-00319,TRANDSON ENTERPRISE,,"1958-04-19",OMSB0839,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,ELECTRICAL & ELECTRONIC,1,GENERAL,,0,,,,,
322,VRC-00320,HIVES SERVICES COMPANY,,"1958-04-19",OMSB0586,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,MEDICAL & SCIENTIFIC SUPPLIES AND SERVICES,1,BEMS,,0,,,,,
323,VRC-00321,KELIMAN EQUIP TRADING & SERVICES,,"1958-04-19",OMSB0761,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
324,VRC-00322,HONG SENG (1989),,"1958-04-19",OMSB0160,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,TRANSPORT REPAIRS & MAINTENANCEAUTOMATIVE SPARES & PARTS,1,FEMS,,0,,,,,
325,VRC-00323,SYARIKAT CHAMBERS CONSTRUCTION,,"1958-04-19","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,CONSTRUCTION CONTRACTOR AND SUPPLIER (BUILDING),1,FEMS,,0,,,,,
326,VRC-00324,PACIFIC OCEAN TRADING SDN BHD,,"1958-04-19","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,TRADING OF INDUSTRIAL FUEL & LUBRICANTS,1,HWMS,,0,,,,,
327,VRC-00325,KTS TRADING SDN BHD,,"1958-04-19",OMSB0228,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,TRADING,1,FEMS,,0,,,,,
328,VRC-00326,ANGEL AUTO MOBILE REPAIRING AND SERVICING,,"1958-04-19",OMSB0788,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:27","2018-02-19 22:29:27",,,,,,"","",,,,0,REPAIRING & SERVICING TRANSPORT,1,FEMS,,0,,,,,
329,VRC-00327,"AWLA RICH SDN BHD
(PKMM)",,"1958-04-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:18","2018-02-19 22:29:18",,,,,,"","",,,,0,CONSTRUCTION WORKS,1,GENERAL,,0,,,,,
330,VRC-00328,"LEINYANG ENTERPRISE
(PKMM)",,"1958-04-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:52","2018-02-19 22:29:18","2018-02-19 22:29:18",,,,,,"","",,,,0,"CONSTRUCTION, SUPPLY & SERVICES",1,GENERAL,,0,,,,,
